"Product Name"," Product Code"," IMEI or Serial Numbers"," Expected"," Counted"
"Sucovil-M 50 mg+500 mg",25251,,0,
"Sucovil-M 50 mg+850 mg",25250,,0,
"Sucovil 50 mg",26664,,0,
"Sucotab 80 mg",5260,,0,
"Sucosit M 50 mg+1000 mg",24534,,0,
"Sucosit M 50 mg+500 mg",24533,,0,
"Sucosit 50 mg",24515,,0,
"Sucosit 100 mg",24514,,0,
"Sucorid 2 mg",5346,,0,
"Suconal 0.01",24999,,0,
"Sucomet 850 mg",5474,,0,
"Sucomet 500 mg",5473,,0,
"Sucleer 80 mg",27986,,0,
"Sucal D 500 mg+200 IU",14474,,0,
"Sucal 500 mg",14336,,0,
"Stromec 6 mg",31526,,0,
"Sucrate 1 gm/5 ml",29895,,6,
"Sucozin 25 mg",29282,,0,
"Sucozin 10 mg",29281,,0,
"Stressnil 3 mg",32556,,0,
"Stresin 30 mg",26544,,30,
"Stresin 20 mg",4503,,0,
"Stosec 40 mg/vial",23077,,1,
"Stosec 20 mg",23076,,0,
"Stomacid (175 mg+225 mg)/5 ml",28057,,0,
"Stomacid 250 mg+400 mg",28054,,0,
"Stoma 250 mg+400 mg",486,,0,
"Stogut 20 mg",24053,,0,
"STK 1.5 million unit",24684,,0,
"Stimulin 2 mg",5336,,20,
"Sulfacol 500 mg",2360,,100,
"Sulfaben 500 mg",24706,,0,
"Sulderm 15gm",31198,,2,
"Sulbion 2 mg/5 ml",3509,,0,
"Suito 1 gm/tablet",29228,,0,
"Suito 1 gm/sachet",29227,,0,
"Sugred 80 mg",5261,,0,
"Sugel (175 mg+225 mg)/5 ml",26938,,0,
"Sugel 250 mg+400 mg",488,,0,
"Sugatrol 50 mg",224,,0,
"Sugatrol 100 mg",223,,0,
"Suganil 5 mg",5213,,0,
"Sugamet XR 1000 mg",32040,,0,
"Sugamet XR 500 mg",32039,,0,
"Sugamet 850 mg",5476,,0,
"Sugamet 500 mg",5475,,0,
"Sulfazin 500 mg",2361,,0,
"Sulfamin 500 mg+25 mg",10295,,0,
"Suffix 100 mg/5 ml",7645,,0,
"Suffix 200 mg",7644,,0,
"Sudoxim 40 mg/5 ml",7808,,0,
"Sudokof (20 mg+10 mg+2.5 mg)/5 ml",30190,,4,
"Sudoderm 15.25%+0.39%+1.01%+0.15%+4.00%",29012,,0,
"Sudocof (10 mg+30 mg+1.25 mg)/5 ml",4023,,0,
"Sudamin 10 mg+240 mg",26602,,0,
"Sudafed 60 mg",16253,,0,
"Sudac 200 mg",11622,,110,
"Sudac 100 mg",11621,,190,
"Sucrol 18 mg",1016,,0,
"Sucraven 100 mg/5 ml",19949,,0,
"Super Gold",14120,,0,
"Sunrise-D 40000 IU",31165,,0,
SunMask,29555,,2,
"Sunkist 250 mg",32921,,0,
"Sunitix 50 mg",16704,,0,
"Sunicent 50 mg",28706,,0,
"Sun D 1000 IU",26974,,0,
"Sun D 40000 IU",26973,,0,
"Sun D 20000 IU",26972,,0,
"Sumin 500 mg",22136,,0,
"Suma 10 mg/spray",29459,,2,
"Sultolin SR 8 mg",3511,,190,
"Sultolin HFA Inhaler 200 puffs",3518,,2,
"Sultolin 200 mcg",3516,,60,
"Sultolin Refill",3513,,1,
"Sultolin Refill",3513,,1,
"Superpime 500 mg/vial",8199,,0,
"Superpime 1 gm/vial",8197,,0,
"Super Silver",14157,,0,
"Super Saline 13.95 gm",978,,0,
"Sultolin 2 mg/5 ml",3512,,3,
"Sulprex (2.5 mg+500 mcg)/3 ml",3687,,40,
"Sulprex (100 mcg+20 mcg)/puff",3685,,2,
"Sulpralex 250 mg",30805,,0,
"Sulpralex 500 mg",30804,,0,
"Sulinzen 200 mg",28766,,0,
"Sulinzen 100 mg",28765,,0,
"Sulidac 200 mg",11623,,40,
"Sulidac 100 mg",11619,,0,
"Sulfozide 80 80 mg",20670,,0,
"Supraphen 0.005",8909,,0,
"Supralex 125 mg/5 ml",26879,,0,
"Suprafol Z TR 150 mg+0.5 mg+61.8 mg",13315,,0,
"Suprafol TR 200 mg+200 mcg",13188,,0,
Supracod,13574,,0,
"Supracef DS 250 mg/5 ml",7062,,0,
"Supracef 1 gm/vial",7066,,0,
"Supracef 125 mg/1.25 ml",7063,,0,
"Supracef 125 mg/5 ml",7061,,0,
"Supracef 500 mg",7060,,0,
"Supracef 250 mg",7059,,0,
"Supra-Z 100ml",13382,,3,
"Supra-B (100 mg+100 mg+1 mg)/3 ml",13701,,0,
"Supra-B 100 mg+200 mg+200 mcg",13700,,100,
"Supoxim 40 mg/5 ml",18853,,0,
"Supotaria 100ml",30338,,3,
Supravit-M,14229,,75,
Supravit-G,14121,,30,
Supravit,14065,,0,
Supraplex,13841,,0,
"Supraphen plus 5%+1%",16238,,0,
"Supraphen 0.05",28146,,0,
"Supraphen 0.1",28145,,0,
"Supraphen 0.01",8910,,0,
"Supotaria 50 mcg",26245,,0,
"Supotaria 0.6 mg/3 ml",26244,,0,
"Supotaria 0.2 mg/ml",15298,,0,
"Suplical-D 500 mg+200 IU",14475,,0,
"Suplical 500 mg",14337,,0,
Superseas,13573,,0,
"Suvo 10 mg",28428,,0,
"Suvirus 400 mg",24649,,0,
"Suvic 250 mg",13936,,0,
"Sutinib 50 mg",24730,,0,
"Sutac 150 mg",1776,,0,
"Sustogen 250 mg/ml",27357,,0,
"Susten 60 mg",16409,,0,
"Susten 30 mg",16408,,29,
"Survec 10 mg/vial",15480,,0,
"Survanta 25 mg/ml",4163,,0,
"Surpim 30 mg/ml",21232,,0,
"Surpim 0.005",15453,,0,
"Surpim 10 mg",15387,,0,
"Surgin 10 mg",15440,,0,
"Surgidol 30 mg/ml",15439,,0,
"Surgidol 10 mg",15438,,0,
"Suxa 100 mg/2 ml",15482,,0,
"Suvotol 10 mg",25957,,0,
"Suvorest 10 mg",25952,,0,
"Surgeflox 500 mg",6407,,0,
"Sural 400 mg",28055,,0,
"Supreno 7.5 mg/5 ml",33195,,0,
"Suprazyme 325 mg",23301,,0,
"Supraxim 100 mg/5 ml",7650,,0,
"Supraxim 200 mg",7649,,0,
"Suprax DS 400 mg",7647,,0,
"Suprax 100 mg/5 ml",7648,,0,
"Suprax 200 mg",7646,,0,
Supravit-S,26626,,0,
Supravit-PN,14742,,0,
"Synamet Plus 100 mg+25 mg+200 mg",30071,,0,
"Synamet Plus 50 mg+12.5 mg +200 mg",30070,,20,
"Synamet 100 mg+25 mg",30142,,0,
"Synamet 250 mg+25 mg",30069,,0,
"Synamet 100 mg+10 mg",30068,,70,
SYN-Z,13419,,0,
"Symin 2 mg/5 ml",11863,,0,
"Symbiotrin 2% w/w",17231,,0,
"Symbion (200 mcg+6 mcg)/puff",29546,,0,
"Symbion (100 mcg+6 mcg)/puff",29545,,0,
"Symbion 400 mcg+12 mcg",18400,,20,
"Symbion (160 mcg+4.5 mcg)/puff",3924,,1,
"Symbion (80 mcg+4.5 mcg)/puff",3923,,1,
"Symbion 200 mcg+6 mcg",3922,,90,
"Symbion 100 mcg+6 mcg",3921,,60,
"Syflu 125 mg/5 ml",6410,,0,
"Syflu 500 mg",6409,,0,
"Sydon 10 mg",1647,,0,
"Syclofen 100 mg",86,,0,
"Sycal-D 500 mg+200 IU",14476,,0,
"Sycal 500 mg",14338,,0,
"Syalox Plus 300 mg",32717,,0,
"Sweet&#039;n Zero 12 mg/sachet",24697,,0,
"Sweet&#039;n Zero 8 mg",24696,,0,
"Sweet Drops 10ml",29407,,2,
"Suzyme 325 mg",2434,,710,
"Suzaron 15 mg",4603,,0,
"Suxonium 100 mg/2 ml",15479,,0,
"Suxen 10% w/w",11503,,0,
"Sypam 0.5 mg",19467,,0,
"Syp-zi 10 mg/5 ml",27396,,0,
"Synvisc-One 48 mg/10 ml",28351,,0,
"Syntocin 5 IU/ml",15669,,0,
"Syntar 0.1%+0.3%",16137,,0,
"Synroid 50 mcg",16714,,0,
"Synovate 0.0005",12589,,0,
"Synogen Plus 40 mg+150 mg+120 mg",32403,,32,
"Synogen 40 mg",31090,,100,
"Synflorix 0.5 ml",16645,,0,
"Synflex 250 mg+200 mg",14986,,0,
Synergy,14731,,0,
"Syndopa CR 200 mg+50 mg",21495,,0,
"Syndopa CR 100 mg+25 mg",21494,,0,
"Syndopa 250 mg+25 mg",5105,,50,
"Syndopa 100 mg+10 mg",5104,,110,
Systaflam,27266,,0,
"Syskem 0.4%+0.3%",23704,,0,
"Syscol 0.4%+0.3%",23705,,1,
"Syrup-ZP 10 mg/5 ml",14588,,0,
"Syrup Zinc-200 10 mg/5 ml",14587,,0,
"Syrup Zinc 4.05 mg/5 ml",14586,,0,
"Sypron 500 mg",9346,,0,
"Sypam 2 mg",19469,,0,
"Syndol Plus 325 mg+37.5 mg",10776,,0,
"Syndol 100 mg/2 ml",10714,,0,
"Syndol 50 mg",10713,,0,
"Syncapone 50 mg+12.5 mg +200 mg",30707,,0,
"Syncapone 150 mg+37.5 mg+200 mg",30706,,0,
"Syncapone 100 mg+25 mg+200 mg",30705,,0,
"T-Mycin 5ml",15734,,1,
"T-Mycin 5ml",15734,,5,
"T-H 100 mg",13592,,0,
"T-Get 0.003",20606,,0,
"T-Fovir 300 mg",9760,,0,
"T-Drop 0.003",15724,,0,
"T-Dex 0.1%+0.3%",15851,,0,
"T-Dex 0.1%+0.3%",15851,,0,
"T-cure 0.02",32161,,0,
"T-Cort 55 mcg/spray",3909,,0,
"T-Cef DS 200 mg/5 ml",7654,,1,
"T-Cef 25 mg/ml",18727,,0,
"T-Cef 30ml",7653,,3,
"T-Cef 400 mg",17796304,,12,
"T-Cef 200 mg",7651,,29,
"Sytrol 5 mg/5 ml",12023,,0,
"Tabrex 500 mg",25592,,0,
"Tabis Plus 5 mg+6.25 mg",18297,,30,
"Tabis Plus 2.5 mg+6.25 mg",18296,,20,
"Tabis 5 mg",25725,,30,
"Tabis 2.5 mg",25724,,20,
"T-zol 1 gm",10255,,0,
"T-zol 500 mg",10254,,0,
"T-Mycin Plus 5ml",15854,,2,
"T-Mycin Plus 5ml",15854,,4,
"Sytrol 10 mg",11997,,0,
"Sytrim DS 800 mg+160 mg",9099,,0,
"Sytrim (200 mg+40 mg)/5 ml",9098,,0,
"Systop 2% w/w",12331,,0,
"Systear 10ml Eye Grops",16169,,3,
"Tag 0.003",9399,,0,
"Tafovir 300 mg",9758,,0,
"Taflan 0",25961,,53,
"Tafil 10 mg",6091,,0,
"Tadalis 10 mg",24765,,0,
"Tadafil 10 mg",6090,,0,
"Tadafil 5 mg",6089,,0,
"Tada 20 mg",24754,,0,
"Tada 10 mg",24753,,0,
"Tada 5 mg",24752,,0,
"TacsDol 325 mg+37.5 mg",23583,,0,
"Tacs 500 mg+65 mg",10620,,0,
"Tacrolim 0.001",12761,,2,
"Tacrolim 0.0003",12760,,4,
"Tacrol 0.001",24741,,0,
"Tacrol 0.0003",24740,,0,
"Tamen 120 mg/5 ml",26799,,90,
"Tamen 120 mg/5 ml",26799,,2,
"Tamen 10 mg/ml",10518,,0,
"Tamen 80 mg/ml",10517,,0,
"Tamen 500 mg",10515,,0,
"Tamcontin 0.4 mg",15609,,0,
"Tamadol 50 mg",10715,,0,
"Talopram 10 mg",4493,,0,
"Talopram 5 mg",4492,,0,
"Talmimax 40 mg",32557,,0,
"Tagribo 80 mg",30053,,0,
"Taglimet 50 mg+500 mg",30248,,50,
"Taglimet 50 mg+1000 mg",30247,,0,
"Tacroderm 0.001",29023,,0,
"Tamoral 10 mg",15188,,0,
"Tamona 20 mg",15187,,0,
"Tamona 10 mg",15186,,0,
"Tamodex 10 mg",33128,,0,
"Tamlosin 0.4 mg",15596,,90,
"Tamlet 0.4 mg",31138,,0,
"Tamisol MR 0.4 mg",15595,,42,
"Tamisol D 0.4 mg+0.5 mg",32735,,120,
"Tamino Plus 500 mg+65 mg",10623,,0,
"Tamino ER 665 mg",10520,,0,
"Tamino 120 mg/5 ml",10521,,0,
"Tamino 500 mg",10519,,0,
"Tamiflu 75 mg",9774,,0,
"Tamfast 0.4 mg",15590,,0,
"Tamenol 325 mg+37.5 mg",10777,,0,
"Tamen XR 665 mg",23460,,0,
"Tamsulin Plus 0.4 mg+0.5 mg",32891,,0,
"Tamsulin 0.4 mg",32894,,0,
"Tamsule SR 0.4 mg",15598,,0,
"Tamsol 0.4 mg",15611,,0,
"Tamsin D 0.4 mg+0.5 mg",16706,,48,
"Tamsin 0.4 mg",15597,,50,
"Tamoxi 10 mg",24787,,0,
"Tamoxi 20 mg",17262,,0,
"Tamoxen 20 mg",15191,,0,
"Tamoxen 10 mg",15190,,0,
"Tamosin 0.4 mg",15610,,0,
"Tamoral 20 mg",15189,,0,
"Tamen Ultra 500 mg",26008,,0,
"Tamen Turbo 500 mg+65 mg",10621,,90,
"Targocid 200 mg/vial",8978,,0,
"Tarceva 150 mg",15114,,0,
"Tarcenib 150 mg",15112,,0,
"Tarcenib 100 mg",15111,,0,
"Tarbo 3 mg",28736,,0,
"Taran 50 mg",2774,,0,
"Tapexia 50 mg",24806,,0,
"Tapexia 75 mg",24805,,0,
"Tapenta 100 mg",10761,,0,
"Tapenta 75 mg",10760,,0,
"Tapenta 50 mg",10759,,0,
"Tapendol 75 mg",10758,,0,
"Tapendol 50 mg",10757,,0,
"Tanzil 40 mg",18025,,0,
"Tanpot Plus 50 mg+12.5 mg",27213,,0,
"Tanpot 100 mg",27214,,0,
"Tasso 40 mg",27018,,0,
"Taspia 50 mg",31582,,0,
"Taspia 0.4 mg",31581,,0,
"Tasigna 200 mg",15127,,0,
"Tarvanib 100 mg",30912,,0,
"Tarvanib 150 mg",30911,,0,
"Targocid 400 mg/vial",8979,,0,
"Tanpot 50 mg",27212,,0,
"Tanpot 25 mg",27211,,0,
"Tanox Plus",14732,,0,
"Tanox 6 mg+200 mg+50 mg",14045,,0,
"Tandamol 120 mg/5 ml",10525,,0,
"Tandamol 500 mg",10524,,0,
"Tamurin 0.4 mg",15612,,0,
"Tazid 500 mg/vial",7884,,2,
"Tazid 250 mg/vial",7883,,6,
"Taziaid 250 mg/vial",28695,,0,
"Taziaid 1 gm/vial",28694,,0,
"Taziaid 500 mg/vial",18940,,0,
"Taxotere 80 mg/vial",26687,,0,
"Taxotere 20 mg/vial",15107,,0,
"Taxim 1 gm/10 ml",7725,,0,
"Taxim 500 mg/10 ml",7724,,0,
"Taxim 250 mg/5 ml",7723,,0,
"Taxiclot 500 mg",25085,,0,
"Taxetil DS 80 mg/5 ml",7812,,0,
"Taxetil 20 mg/ml",7813,,0,
"Taxetil 40 mg/5 ml",7811,,0,
"Taxedol 80 mg/vial",31438,,0,
"Taxedol 20 mg/vial",31437,,0,
"Tazobac (2 gm+0.25 gm)/vial",6679,,0,
"Tazimax 250 mg/vial",7909,,0,
"Tazimax 1 gm/vial",7908,,0,
"Tazid 1 gm/vial",7885,,0,
"Taxceph 1 gm/10 ml",7722,,0,
"Taxceph 500 mg/10 ml",7721,,0,
"Taxceph 250 mg/5 ml",7720,,0,
"Taverin 40 mg",1395,,0,
"Taven 40 mg",1236,,0,
"Taven 20 mg",1235,,30,
"Tav 40 mg",16547,,0,
"Tasti 6 mg+200 mg+50 mg",14046,,0,
"Tasso 80 mg",27019,,0,
"Tear 0.005",16146,,0,
"Tealis 20 mg",29523,,0,
"Tealis 10 mg",24777,,0,
"Tealis 5 mg",24776,,0,
"Tdcef DS 200 mg/5 ml",7594,,0,
"Tdcef 400 mg",30437,,0,
"Tdcef 200 mg",7593,,0,
"Tdcef 400 mg",30437,,0,
"Tdcef 100 mg/5 ml",7595,,0,
"Tdcef 200 mg",7593,,0,
"TCL-R 40 mg",25544,,0,
"TCL-R 10 mg",1233,,30,
"TCL-R 20 mg",1232,,10,
"TC 250 mg",24870,,0,
"Tazumab 440 mg/20 ml",31169,,0,
"Tazox 100 mg/5 ml",2335,,0,
"Tearon Fresh 0.01",18577,,3,
"Tearon 0.4%+0.3%",16171,,4,
"Tearin 0.005",28916,,0,
"Teargen 5% v/v",16183,,0,
"Tearfresh Liquigel 10ml",16153,,2,
"Tearex 5% v/v",16182,,0,
"Tearcol 0.4%+0.3%",16170,,0,
"Tazox 500 mg",2334,,0,
"Tazoskin 0.001",12738,,0,
"Tazopen (2 gm+0.25 gm)/vial",28288,,0,
"Tazopen (4 gm+0.5 gm)/vial",6678,,0,
"Tazocilin (2 gm+0.25 gm)/vial",31221,,0,
"Tazocilin (4 gm+0.5 gm)/vial",6677,,0,
"Tazobac (4 gm+0.5 gm)/vial",6680,,0,
"Telazine 5 mg",4308,,100,
"Telazine 1 mg",4307,,210,
"TelAmlo 5 mg+40 mg",730,,30,
"Telabid 5 mg+2 mg",30032,,0,
"Telabid 5 mg+1 mg",16560,,0,
"Telabee 25 mg",32820,,0,
"Tekast 5 mg",22648,,0,
"Tekast 10 mg",22647,,0,
"Tek 100 mg",17399,,0,
"Tegretol CR 200 mg",4811,,0,
"Tegretol 100 mg/5 ml",4812,,0,
"Tegretol 200 mg",4810,,95,
"Tedibac 200 mg",29859,,6,
"Techonazol 150 mg",27356,,0,
"Techonazol 50 mg",27355,,0,
"Technosol 0.5%+70%",30057,,0,
"Telfadin 180 mg",12942,,0,
"Telfadin 120 mg",12941,,0,
"Telfadin 30 mg/5 ml",12939,,0,
"Telcardis Plus 80 mg+12.5 mg",3000,,60,
"Telcardis Plus 40 mg+12.5 mg",2999,,90,
"Telcardis 80 mg",2796,,20,
"Telcardis 40 mg",2795,,110,
"Technofen 100 mg",17398,,0,
"Tecentriq 1200 mg/vial",27605,,0,
"Tecavir 1 mg",9744,,0,
"Tecavir 0.5 mg",9743,,0,
"Tebast 10 mg",12040,,0,
"Tearsol 0.003",16138,,0,
"Tearon PF",28960,,14,
"Telmidip 5 mg+40 mg",27644,,30,
"Telmidip 5 mg+80 mg",24830,,30,
"Telmicard 40 mg",24820,,28,
"Telmi-Z 80 mg+12.5 mg",32558,,0,
"Telmacal 5 mg+80 mg",29099,,25,
"Telmacal 5 mg+40 mg",24828,,70,
"Telma Plus 40 mg+12.5 mg",24827,,46,
"Telma 40 mg",24818,,50,
"Telma 80 mg",24817,,40,
"Telisa-A 5 mg+80 mg",30516,,40,
"Telisa-A 5 mg+40 mg",30515,,40,
"Telisa 80 mg",30196,"Qty: 30 Pc / Qty: 30 Pc/Qty: 30 Pc / Qty: 30 Pc",70,
"Telisa 40 mg",30195,,20,
"Telide 200 mg/5 ml",25672,,0,
"Telide 500 mg",25671,,0,
"Telfin 0.01",10053,,1,
"Telmipres 40 mg",26247,,30,
"Telmilok Plus 40 mg+12.5 mg",31517,,30,
"Telmilok 80 mg",30198,,25,
"Telmilok 40 mg",30197,,60,
"Telmifast 80 mg",32974,,0,
"Telmifast 40 mg",32973,,0,
"Telmidip 10 mg+40 mg",32299,,60,
"Telfin 250 mg",10036,,20,
"Telfex 180 mg",31527,,30,
"Telfex 30 mg/5 ml",12145,,0,
"Telfex 120 mg",12144,,50,
"Telfast 50ml",12143,,1,
"Telfast 180 mg",12142,,28,
"Telfast 120 mg",12141,,88,
"Telukast 4 mg",3849,,0,
"Telsan 40 mg",30201,,0,
"Telpro Max 5 mg+40 mg",31208,,15,
"Telpro Max 5 mg+80 mg",31143,,60,
"Telpro 80 mg",31142,,24,
"Telpro plus 40 mg",31141,,20,
"Telmivas AM 5 mg+40 mg",30696,,55,
"Telmivas 40 mg",30695,,60,
"Telmitan Plus 80 mg+25 mg",31988,,0,
"Telmitan Plus 80 mg+12.5 mg",29986,,16,
"Telmitan Plus 40 mg+12.5 mg",29985,,0,
"Telmitan Max 10 mg+80 mg",31742,,0,
"Telmitan Max 10 mg+40 mg",31741,,0,
"Telmitan Max 5 mg+80 mg",29344,,28,
"Telmitan Max 5 mg+40 mg",29343,,70,
"Telmitan 20 mg",30400,,0,
"Temcox 60 mg",20129,,0,
"Temcard 80 mg",29000,,30,
"Temcard 40 mg",28999,,40,
"Temcard 20 mg",28998,,0,
"Temcal-D 500 mg+200 IU",27341,,0,
"Tembrox 15 mg/5 ml",27340,,0,
"Telukast 10 mg",26582,,10,
"Telukast 5 mg",3850,,0,
"Telmitan 80 mg",30200,,14,
"Telmitan 40 mg",30199,,28,
"Telmipres Plus 80 mg+12.5 mg",30193,,55,
"Telmipres Plus 40 mg+12.5 mg",30192,,50,
"Telmipres 20 mg",30194,,50,
"Telmipres 80 mg",26248,,48,
"Tempil 500 mg",27890,,0,
"Tempanil Extra 500 mg+65 mg",10626,,0,
"Tempanil 500 mg",10528,,0,
"Tempac 120 mg/5 ml",10527,,0,
"Tempac 500 mg",10526,,0,
"Temozar 250 mg",31162,,0,
"Temozar 100 mg",28386,,0,
"Temovate 0.0005 OIN",19445,,1,
"Temovate 0.0005 OIN",19445,,8,
"Temonix 250 mg",17264,,0,
"Temonix 100 mg",17263,,0,
"Temolina 5 mg",28780,,0,
"Temol Extra 500 mg+65 mg",23571,,0,
"Temol 500 mg",23539,,0,
"Temol 120 mg/5 ml",23538,,0,
"Temoket 30 mg/ml",27342,,0,
"Tems 80 mg",33041,,30,
"Tems 40 mg",33040,,45,
"Temrif Plus 500 mg+65 mg",10628,,0,
"Tempol-D 325 mg+37.5 mg",23575,,0,
"Tempol Plus 500 mg+65 mg",10627,,0,
"Temoket 10 mg",21290,,0,
"Temnor Plus 500 mg+65 mg",23553,,0,
"Temnor 500 mg",23440,,0,
"Temixil 10 mg",31419,,0,
"Temglip 2 mg",28905,,0,
"Temglip 1 mg",28904,,0,
"Temfin 500 mg+65 mg",10625,,0,
"Temcox 120 mg",20131,,0,
"Temcox 90 mg",20130,,0,
"Tenobis Plus 10 mg+6.25 mg",18283,,0,
"Tenobis Plus 5 mg+6.25 mg",18282,,0,
"Tenobis Plus 2.5 mg+6.25 mg",18281,,0,
"Tenobis 5 mg",2506,,84,
"Tenobis 2.5 mg",2505,,42,
"Tenkular 5 mg",27397,,0,
"Tenizide 20 mg+12.5 mg",22979,,0,
"Tenivasc 5 mg+20 mg",22983,,0,
"Tenil 3 mg",4268,,106,
"Tenicar 40 mg",22973,,0,
"Tenicar 20 mg",22972,,0,
"Tendonil 60 mg",225,,189,
"Tendia 100 mg/2 ml",31547,,0,
"Tencef 400 mg",18970,,0,
"Tenbee 300 mg",24832,,0,
"Tenaxit 0.5 mg+10 mg",4365,,90,
"Tenocab 5 mg+25 mg",844,,0,
"Tenapam 3 mg",4267,,0,
"Tenafin 0.01",30688,,0,
"Tenac TR 100 mg",27349,,0,
"Temzinc Plus",25305,,0,
"Temzinc Plus",25305,,0,
"Temzinc 10 mg/5 ml",27348,,0,
"Temvit-N 100 mg+200 mg+200 mcg",25337,,0,
"Temvit Gold",27347,,0,
"Temvas 10 mg",29214,,0,
"Temtrix 2 gm/vial",27346,,0,
"Temtrix 1 gm/vial",27344,,0,
"Temtrix 1 gm/vial",27344,,0,
Temseas,27343,,0,
"Teolex SR 200 mg",3657,,0,
"Tenvira 300 mg",9759,,0,
"Tensnil 10 mg",27891,,0,
"Tensicon 0.5 mg+10 mg",4368,,0,
"Tensfree 3 mg",18328,,0,
"Tensareal 5 mg",19811,,0,
"Tensa 0.5 mg+10 mg",4367,,0,
"Tenoxim 20 mg",24837,,0,
"Tenoviral 300 mg",24833,,0,
"Tenovir 50 mg",1103,,0,
"Tenorix 20 mg",11629,,345,
"Tenoren Plus 50 mg+25 mg",1109,,80,
"Tenoren 25 mg",1102,,0,
"Tenoren 100 mg",1101,,0,
"Tenoren 50 mg",1100,,440,
"Tenopin 5 mg+50 mg",848,,0,
"Terazon 5 mg",2593,,0,
"Terazon 2 mg",2592,,100,
"Teracin 500 mg",8333,,0,
"Tepadina 15 mg/vial",30781,,0,
"Tenopain 20 mg",11635,,0,
"Tenomin 50 mg",28601,,0,
"Tenoloc 100 mg",2471,,0,
"Tenoloc 50 mg",1098,,200,
"Tenoflex 20 mg",11628,,0,
"Tenodin 5 mg+50 mg",847,,0,
"Tenodin 5 mg+25 mg",846,,0,
"Tenoclor 50 mg+25 mg",30619,,0,
"Tenocard 50 mg",1096,,0,
"Tenocab 50mg",845,,90,
"Terbulin 1.5 mg/5 ml",3602,,0,
"Terbixen 250 mg",31596,,0,
"Terbitac 10gm",29442,,6,
"Terbitac 250 mg",29441,,10,
"Terbinox 0.01",32641,,2,
"Terbinox 250 mg",32459,,40,
"Terbin 15gm",10056,,2,
"Terbin 125 mg/sachet",31047,,0,
"Terbin 250 mg",24849,,235,
"Terbin 15gm",10056,,2,
"Terbimax 0.01",31733,,3,
"Terbimax 250 mg",31732,,14,
"Terbikill 0.01",31052,,2,
"Terbikill 250 mg",31051,,40,
"Terbiheal 0.01",32345,,0,
"Terbiheal 250 mg",32343,,0,
"Terrell 100 ml",29601,,0,
"Terovit 5 mg",13464,,0,
"Ternilla 100 mg",87,,120,
"Terminex 200 mg+200 mcg",22541,,0,
"Termider 250 mg",28915,,6,
"Termider 1% 10gm",10057,,2,
"Tericin 50 mg/vial",16906,,0,
"Tergocin 200 mg/vial",8980,,0,
"Terbifin 0.01",10055,,0,
"Terbifin 250 mg",10038,,19,
"Terbiderm 250 mg",29179,,30,
"Terbicon 250 mg",27285,,12,
"Terbex 5g",10054,,6,
"Terbex 250 mg",10037,,20,
"Tetram 250 mg",8290,,0,
"Tetrafast 250 mg",8316,,0,
"Tetracycline H 250 mg",8286,,0,
"Tetracycline 250 mg",8285,,0,
"Tetracycline 500 mg",8284,,0,
Tetracomb,12729,,0,
Tetracomb,12729,,0,
"Tetracillin 250 mg",8298,,0,
"Tetracef 2 gm/vial",30760,,0,
"Tetracef 1 gm/vial",8180,,0,
"Tetracef 500 mg/vial",8179,,0,
"Tetrabez 25 mg",30107,,0,
"Tetrabez 12.5 mg",30106,,0,
"Tetraben 25 mg",31043,,0,
"Tetraben 12.5 mg",31042,,0,
"Tetclin 250 mg",28602,,0,
"Tetraxim 0.5 ml/prefilled syringe",31519,,0,
"Tetrax 500 mg",8294,,0,
"Tetrasol 0.25",12480,,52,
"Tetrasina 500 mg",8293,,45,
"Tetrasina 250 mg",8292,,130,
"Tetramin 250 mg",8317,,0,
"Tetramet 250 mg",8291,,0,
"Tetagam-P 250 IU/ml",15263,,0,
"Testoren 250 mg/ml",26385,,0,
"Testanon 250 mg/ml",5945,,0,
"Tesco GL (100 mg+1.1 mg+14 mg)/5 ml",32985,,0,
"Tesco DL (14 mg+6.5 mg+2 mg)/5 ml",32979,,0,
"Tervent 1.5 mg/5 ml",3604,,0,
"Tervent 2.5 mg",3603,,0,
"Theonate 300 mg",3663,,0,
"Theo-fast 120 mg/5 ml",26667,,0,
"Thenxet 0.5 mg+10 mg",4369,,0,
"Thenglate 120 mg/5 ml",3662,,0,
"Thelin 15 mg",29779,,0,
"Thalin 25 mg",30819,,0,
"Thalidon 25 mg",2816,,0,
"Thai-1 100 mg/ml",13593,,0,
"Tgocef DS 200 mg/5 ml",27795,,0,
"Tgocef 100 mg/5 ml",7660,,0,
"Tgocef 400 mg",7659,,0,
"Tgocef 200 mg",7658,,0,
"Tget D 0.3%+0.1%",32467,,0,
"Tezolin 200 mg",26034,,0,
"Tezolid 200 mg/vial",26037,,3,
"Tezolid 200 mg",26036,,9,
"Theovent-SR 300 mg",3668,,0,
"Theovent-SR 200 mg",3665,,100,
"Theonate SR 300 mg",24903,,0,
"Theonate 120 mg/5 ml",3664,,0,
"Texit 100 mg/5 ml",7657,,0,
"Texit 400 mg",7656,,0,
"Texit 200 mg",7655,,0,
"Texicam 20 mg",11630,,155,
"Texamic 500 mg",25082,,20,
"Texa 0.1%+0.3%",15853,,0,
"Teviral 1 mg",9746,,0,
"Teviral 0.5 mg",9745,,40,
"Tetrazin 25 mg",24862,,20,
"Tetrazin 12.5 mg",16710,,20,
"Thoraz 250 mg",29234,,0,
"Thiza 200 mg/5 ml",8698,,0,
